Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	STMMW_05571		584407	1899	heat shock protein HtpG	611	STMMW_05571.fasta	
	STMMW_05581		586546	645	adenylate kinase	256	STMMW_05581.fasta	
	STMMW_05591		587419	963	ferrochelatase	426	STMMW_05591.fasta	
	STMMW_05601		588378	972	acetyl esterase	467	STMMW_05601.fasta	
	STMMW_05611		589502	1305	inosine-guanosine kinase	494	STMMW_05611.fasta	
	STMMW_05621		590855	1677	putative transport protein	617	STMMW_05621.fasta	
	STMMW_05631		592746	1221	fosmidomycin resistance protein	640	STMMW_05631.fasta	
	STMMW_05651		595908	480	conserved hypothetical protein	250	STMMW_05651.fasta	
	STMMW_05681		598450	2502	copper-transporting ATPase	802	STMMW_05681.fasta	
	STMMW_05691		601061	417	copper efflux regulator	135	STMMW_05691.fasta	
	STMMW_05701		601478	453	putative membrane protein	221	STMMW_05701.fasta	
	STMMW_05711		601927	918	putative membrane protein	410	STMMW_05711.fasta	
	STMMW_05721		602991	678	putative ABC transporter ATP-binding protein	274	STMMW_05721.fasta	
	STMMW_05731		603655	780	putative membrane protein	366	STMMW_05731.fasta	
	STMMW_05741		604520	855	thioredoxin-like protein	429	STMMW_05741.fasta	
	STMMW_05751		605434	771	hypothetical oxidoreductase	384	STMMW_05751.fasta	
	STMMW_05761		606359	615	acyl-coA thioesterase I	182	STMMW_05761.fasta	
	STMMW_05771		606944	687	hypothetical ABC transporter ATP-binding protein	296	STMMW_05771.fasta	
	STMMW_05781		607627	2415	putative membrane protein	744	STMMW_05781.fasta	
	STMMW_05791		610227	1134	outer membrane protein	466	STMMW_05791.fasta	
	STMMW_06011		634862	1068	phosphoribosylaminoimidazole carboxylase ATPase subunit	534	STMMW_06011.fasta	
	STMMW_06021		635926	510	phosphoribosylaminoimidazole carboxylase catalytic subunit	328	STMMW_06021.fasta	
	STMMW_06031		636553	723	conserved hypothetical protein	378	STMMW_06031.fasta	
	STMMW_06041		637278	495	peptidyl-prolyl cis-trans isomerase B	190	STMMW_06041.fasta	
	STMMW_06051		637945	1386	cysteinyl-tRNA synthetase	506	STMMW_06051.fasta	
	STMMW_06091		641298	213	conserved hypothetical protein	122	STMMW_06091.fasta	
	STMMW_06101		641512	867	FolD bifunctional protein [includes: methylenetetrahydrofolate dehydrogenase	354	STMMW_06101.fasta	
	STMMW_06111		642925	558	type-1 fimbrial protein, a chain precursor	359	STMMW_06111.fasta	
	STMMW_06121		643558	534	major pilin protein	298	STMMW_06121.fasta	
	STMMW_06131		644135	693	fimbrial chaperone protein	356	STMMW_06131.fasta	
	STMMW_06141		644858	2613	outer membrane usher protein FimD precursor	791	STMMW_06141.fasta	
	STMMW_06151		647485	1008	FimH protein precursor	523	STMMW_06151.fasta	
	STMMW_06161		648502	519	putative fimbrial protein	296	STMMW_06161.fasta	
	STMMW_06171		649066	633	probable transcriptional regulator (FimXZ protein)	256	STMMW_06171.fasta	
	STMMW_06181		650302	723	fimbriae Y protein	391	STMMW_06181.fasta	
	STMMW_06201		651516	597	fimbriae w protein	376	STMMW_06201.fasta	
	STMMW_06281		658068	855	hypothetical araC-family transcriptional regulator	432	STMMW_06281.fasta	
	STMMW_06291		659138	1326	probable pyridine nucleotide-disulfide oxidoreductase	498	STMMW_06291.fasta	
	STMMW_06301		660620	237	hypothetical secreted protein	157	STMMW_06301.fasta	
	STMMW_06311		660869	561	putative membrane protein	322	STMMW_06311.fasta	
	STMMW_06321		661508	1176	conserved hypothetical protein	455	STMMW_06321.fasta	
	STMMW_06331		663009	1395	phenylalanine-specific permease	514	STMMW_06331.fasta	
	STMMW_06341		664445	1248	putative membrane protein	523	STMMW_06341.fasta	
	STMMW_06351		666003	1971	outer membrane esterase	635	STMMW_06351.fasta	
	STMMW_06431		675838	654	oxygen-insensitive NAD(P)H nitroreductase	401	STMMW_06431.fasta	
	STMMW_06441		676588	369	conserved hypothetical protein	228	STMMW_06441.fasta	
	STMMW_06451		676956	582	putative TetR-family transcriptional regulator	391	STMMW_06451.fasta	
	STMMW_06461		677826	342	transcriptional activator RamA	128	STMMW_06461.fasta	
	STMMW_06472		678173	249	putative membrane protein	113	STMMW_06472.fasta	
	STMMW_06481		678488	1119	conserved hypothetical protein	481	STMMW_06481.fasta	
	STMMW_06501		680368	2256	ferrienterobactin receptor precursor	715	STMMW_06501.fasta	
	STMMW_06511		682812	1215	enterochelin esterase	525	STMMW_06511.fasta	
	STMMW_06521		684057	219	conserved hypothetical protein	123	STMMW_06521.fasta	
	STMMW_06531		684272	3885	enterobactin synthetase component F	965	STMMW_06531.fasta	
	STMMW_06541		688406	1137	ferric enterobactin transport protein	491	STMMW_06541.fasta	
	STMMW_06551		689595	795	ferric enterobactin transport ATP-binding protein FepC	332	STMMW_06551.fasta	
	STMMW_06561		690386	990	ferric enterobactin transport protein FepG	450	STMMW_06561.fasta	
	STMMW_06571		691375	1008	ferric enterobactin transport protein FepD	440	STMMW_06571.fasta	
	STMMW_06581		692493	1245	hypothetical membrane protein p43	523	STMMW_06581.fasta	
	STMMW_06591		693800	957	ferrienterobactin-binding periplasmic protein precursor	444	STMMW_06591.fasta	
	STMMW_06601		695065	1176	isochorismate synthase EntC	446	STMMW_06601.fasta	
	STMMW_06611		696250	1611	2,3-dihydroxybenzoate-AMP ligase	586	STMMW_06611.fasta	
	STMMW_06621		697874	858	isochorismatase	463	STMMW_06621.fasta	
	STMMW_06631		698731	756	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	420	STMMW_06631.fasta	
	STMMW_06641		699489	414	conserved hypothetical protein	247	STMMW_06641.fasta	
	STMMW_06651		700084	2106	carbon starvation protein A	715	STMMW_06651.fasta	
	STMMW_06671		702486	1089	putative oxidoreductase	454	STMMW_06671.fasta	
	STMMW_06681		703701	1161	putative aminotransferase	491	STMMW_06681.fasta	
	STMMW_06691		704862	618	conserved hypothetical protein	236	STMMW_06691.fasta	
	STMMW_06701		705452	1236	conserved hypothetical protein	430	STMMW_06701.fasta	
	STMMW_06721		708072	747	thiol:disulfide interchange protein DsbG precursor	356	STMMW_06721.fasta	
	STMMW_06731		709259	564	alkyl hydroperoxide reductase C22 protein	205	STMMW_06731.fasta	
	STMMW_06741		710064	1566	alkyl hydroperoxide reductase F52A protein (subunit F)	580	STMMW_06741.fasta	
	STMMW_06791		716182	429	conserved hypothetical protein	167	STMMW_06791.fasta	
	STMMW_06801		716833	1239	hypothetical zinc-dependant alcohol dehydrogenase	512	STMMW_06801.fasta	
	STMMW_06811		718154	411	regulator of nucleoside diphosphate kinase	164	STMMW_06811.fasta	
	STMMW_06821		718799	807	ribonuclease I precursor	435	STMMW_06821.fasta	
	STMMW_06831		719715	1464	citrate carrier	526	STMMW_06831.fasta	
	STMMW_06841		721216	897	citg protein	396	STMMW_06841.fasta	
	STMMW_06861		722639	1530	citrate lyase alpha chain	613	STMMW_06861.fasta	
	STMMW_06871		724178	909	citrate lyase beta chain	439	STMMW_06871.fasta	
	STMMW_06881		725083	297	citrate lyase acyl carrier protein	125	STMMW_06881.fasta	
	STMMW_06891		725376	1077	[citrate (PRO-3S)-lyase] ligase	450	STMMW_06891.fasta	
	STMMW_06901		726837	1662	twp component sensor kinase DpiB	566	STMMW_06901.fasta	
	STMMW_06911		728467	681	transcriptional regulator	329	STMMW_06911.fasta	
	STMMW_06921		729201	1254	C4-dicarboxylate anaerobic carrier	476	STMMW_06921.fasta	
	STMMW_06931		730965	573	antimicrobial peptide resistance and lipid A acylation protein	289	STMMW_06931.fasta	
	STMMW_06951		731992	384	putative membrane protein	179	STMMW_06951.fasta	
	STMMW_06961		732466	789	possible hydrolase	376	STMMW_06961.fasta	
	STMMW_06981		733672	966	lipoic acid synthetase	364	STMMW_06981.fasta	
	STMMW_06991		734843	954	LysR-family transcriptional regulator	409	STMMW_06991.fasta	
	STMMW_07001		736098	576	lipoate-protein ligase B (lipoate biosynthesis protein B)	226	STMMW_07001.fasta	
	STMMW_07011		736839	264	conserved hypothetical protein	64	STMMW_07011.fasta	
	STMMW_07021		737211	1212	D-alanine carboxypeptidase	450	STMMW_07021.fasta	
	STMMW_07031		738562	1146	rare lipoprotein A precursor	82	STMMW_07031.fasta	
	STMMW_07041		739718	1113	rod shape-determining protein RodA	453	STMMW_07041.fasta	
	STMMW_07051		740833	1902	penicillin-binding protein	593	STMMW_07051.fasta	
	STMMW_07061		742765	468	conserved hypothetical protein	185	STMMW_07061.fasta	
	STMMW_07071		743236	318	conserved hypothetical protein	105	STMMW_07071.fasta	
	STMMW_07101		745656	642	conserved hypothetical protein	301	STMMW_07101.fasta	
	STMMW_07111		746299	1032	DNA polymerase III, delta subunit	439	STMMW_07111.fasta	
	STMMW_07121		747330	591	rare lipoprotein B precursor	225	STMMW_07121.fasta	
	STMMW_07131		747935	2583	leucyl-tRNA synthetase	714	STMMW_07131.fasta	
	STMMW_07181		755376	474	conserved hypothetical protein	264	STMMW_07181.fasta	
	STMMW_07261		764369	936	probable nucleoside hydrolase	484	STMMW_07261.fasta	
	STMMW_07281		766146	675	glutamate/aspartate transport system permease protein GltK	313	STMMW_07281.fasta	
	STMMW_07291		766820	741	glutamate/aspartate transport system permease protein GltJ	412	STMMW_07291.fasta	
	STMMW_07301		767720	927	ABC transporter periplasmic binding protein (glutamate/aspartate?)	367	STMMW_07301.fasta	
	STMMW_07311		768983	1539	apolipoprotein N-acyltransferase	548	STMMW_07311.fasta	
	STMMW_07321		770541	879	haemolysin-related protein	342	STMMW_07321.fasta	
	STMMW_07351		773298	1425	MiaB protein (putative tRNA-thiotransferase (or tRNA-methylthiotransferase))	490	STMMW_07351.fasta	
	STMMW_07361		774866	1176	putative monooxygenase	528	STMMW_07361.fasta	
	STMMW_07381		777750	1665	asparagine synthetase B	610	STMMW_07381.fasta	
	STMMW_07391		779704	753	NagD protein	353	STMMW_07391.fasta	
	STMMW_07401		780503	1221	N-acetylglucosamine repressor	469	STMMW_07401.fasta	
	STMMW_07411		781728	1155	N-acetylglucosamine-6-phosphate deacetylase	430	STMMW_07411.fasta	
	STMMW_07421		782942	801	Glucosamine-6-phosphate deaminase	370	STMMW_07421.fasta	
	STMMW_07431		784069	1953	PTS system, N-acetylglucosamine-specific IIABC component	705	STMMW_07431.fasta	
	STMMW_07441		786232	1668	glutaminyl-tRNA synthetase	577	STMMW_07441.fasta	
	STMMW_07451		788345	1407	putative outer membrane protein	573	STMMW_07451.fasta	
	STMMW_07461		789801	333	putative lipoprotein	171	STMMW_07461.fasta	
	STMMW_07471		790182	1305	citrate-proton symporter	480	STMMW_07471.fasta	
	STMMW_07481		791537	1140	citrate utilization protein B	484	STMMW_07481.fasta	
	STMMW_07491		792663	1404	conserved hypothetical protein	527	STMMW_07491.fasta	
	STMMW_07501		794164	927	LysR-family transcriptional regulator	400	STMMW_07501.fasta	
	STMMW_07511		795205	453	ferric uptake regulation protein	111	STMMW_07511.fasta	
	STMMW_07521		795939	531	flavodoxin 1	182	STMMW_07521.fasta	
	STMMW_07551		798002	543	seqA protein	157	STMMW_07551.fasta	
	STMMW_07561		798614	1596	phosphoglucomutase	640	STMMW_07561.fasta	
	STMMW_07571		800324	486	possible 5-nitroimidazole antibiotic resistance	268	STMMW_07571.fasta	
	STMMW_07581		800874	1320	putrescine-ornithine antiporter	466	STMMW_07581.fasta	
	STMMW_07591		802190	2199	ornithine decarboxylase, inducible (ec 4.1.1.17)	622	STMMW_07591.fasta	
	STMMW_07601		805150	678	KDP operon transcriptional regulatory protein	374	STMMW_07601.fasta	
	STMMW_07611		805824	2685	sensor protein KdpD	775	STMMW_07611.fasta	
	STMMW_07621		808505	585	potassium-transporting ATPase C chain	321	STMMW_07621.fasta	
	STMMW_07641		811167	1680	potassium-transporting ATPase A chain	618	STMMW_07641.fasta	
	STMMW_07642		812846	90		46	STMMW_07642.fasta	
	STMMW_07651		813272	207	putative exported protein	93	STMMW_07651.fasta	
	STMMW_07661		813589	1422	deoxyribodipyrimidine photolyase	541	STMMW_07661.fasta	
	STMMW_07671		815049	1482	PTR2-family transport protein	559	STMMW_07671.fasta	
	STMMW_07681		816859	744	conserved hypothetical protein	315	STMMW_07681.fasta	
	STMMW_07691		817618	657	conserved hypothetical protein	325	STMMW_07691.fasta	
	STMMW_07701		818268	933	conserved hypothetical protein	422	STMMW_07701.fasta	
	STMMW_07711		819190	735	conserved hypothetical protein	385	STMMW_07711.fasta	
	STMMW_07851		832735	792	endonuclease VIII, DNA N-glycosylase with an AP lyase activity	370	STMMW_07851.fasta	
	STMMW_07861		833581	963	putative membrane protein	414	STMMW_07861.fasta	
	STMMW_07871		834764	1284	citrate synthase	448	STMMW_07871.fasta	
	STMMW_07891		836802	390	succinate dehydrogenase cytochrome b-556 subunit	144	STMMW_07891.fasta	
	STMMW_07901		837185	348	succinate dehydrogenase hydrophobic membrane anchor protein	128	STMMW_07901.fasta	
	STMMW_07921		839312	720	succinate dehydrogenase iron-sulfur protein	344	STMMW_07921.fasta	
	STMMW_07931		840555	2802	2-oxoglutarate dehydrogenase E1 component	701	STMMW_07931.fasta	
	STMMW_07941		843371	1209	dihydrolipoamide succinyltransferase component (E2)	491	STMMW_07941.fasta	
	STMMW_07951		844721	1167	succinyl-CoA synthetase beta chain	492	STMMW_07951.fasta	
	STMMW_07961		845887	870	succinyl-CoA synthetase alpha chain	409	STMMW_07961.fasta	
	STMMW_07971		848339	1569	cytochrome D ubiquinol oxidase subunit I	498	STMMW_07971.fasta	
	STMMW_07981		849923	1140	cytochrome D ubiquinol oxidase subunit II	454	STMMW_07981.fasta	
	STMMW_07991		851077	114	putative membrane protein	46	STMMW_07991.fasta	
	STMMW_08011		851837	405	conserved hypothetical protein	104	STMMW_08011.fasta	
	STMMW_08031		852934	429	tolR protein	129	STMMW_08031.fasta	
	STMMW_08051		854774	1293	tolB protein precursor	494	STMMW_08051.fasta	
	STMMW_08061		856101	525	peptidoglycan-associated lipoprotein precursor	221	STMMW_08061.fasta	
	STMMW_08071		856635	789	putative exported protein	340	STMMW_08071.fasta	
	STMMW_08081		858887	1044	quinolinate synthetase A protein	463	STMMW_08081.fasta	
	STMMW_08091		859955	720	pnuC protein	325	STMMW_08091.fasta	
	STMMW_08101		860671	939	probable cation transport protein	412	STMMW_08101.fasta	
	STMMW_08111		861719	387	putative exported protein	184	STMMW_08111.fasta	
	STMMW_08121		862425	1053	phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthetase) phenylalanine repressible	463	STMMW_08121.fasta	
	STMMW_08241		875014	753	phosphoglycerate mutase 1	306	STMMW_08241.fasta	
	STMMW_08251		875990	1041	aldose 1-epimerase (mutarotase)	427	STMMW_08251.fasta	
	STMMW_08261		877024	1149	galactokinase	534	STMMW_08261.fasta	
	STMMW_08271		878175	1047	galactose-1-phosphate uridylyltransferase	479	STMMW_08271.fasta	
	STMMW_08281		879232	1017	UDP-glucose 4-epimerase	415	STMMW_08281.fasta	
	STMMW_08311		883093	789	putative molybdenum transport protein ModE	355	STMMW_08311.fasta	
	STMMW_08321		883908	252	putative membrane protein	68	STMMW_08321.fasta	
	STMMW_08331		884326	774	molybdate-binding periplasmic protein precursor	356	STMMW_08331.fasta	
	STMMW_08341		885099	690	molybdenum transport system permease protein ModB	319	STMMW_08341.fasta	
	STMMW_08351		885791	1059	molybdenum transport ATP-binding protein ModC	435	STMMW_08351.fasta	
	STMMW_08371		887832	996	conserved hypothetical protein	468	STMMW_08371.fasta	
	STMMW_08381		888971	1284	possible pectinesterase precursor	549	STMMW_08381.fasta	
	STMMW_08391		890492	1224	imidazolonepropionase	507	STMMW_08391.fasta	
	STMMW_08401		891712	942	formiminoglutamase	442	STMMW_08401.fasta	
	STMMW_08411		892746	678	histidine utilization repressor	339	STMMW_08411.fasta	
	STMMW_08421		893620	1686	urocanate hydratase	636	STMMW_08421.fasta	
	STMMW_08431		895307	1521	histidine ammonia-lyase	586	STMMW_08431.fasta	
	STMMW_08441		896912	477	conserved hypothetical protein	233	STMMW_08441.fasta	
	STMMW_08451		897446	1290	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	522	STMMW_08451.fasta	
	STMMW_08461		898822	1041	biotin synthetase	446	STMMW_08461.fasta	
	STMMW_08471		899859	1158	8-amino-7-oxononanoate synthase	539	STMMW_08471.fasta	
	STMMW_08481		901000	756	biotin synthesis protein BioC	368	STMMW_08481.fasta	
	STMMW_08491		901748	687	dethiobiotin synthetase	338	STMMW_08491.fasta	
	STMMW_08501		903085	2022	excision nuclease ABC subunit B	611	STMMW_08501.fasta	
	STMMW_08531		907985	909	conserved hypothetical protein	378	STMMW_08531.fasta	
	STMMW_08541		909290	990	molybdenum cofactor biosynthesis protein A	439	STMMW_08541.fasta	
	STMMW_08551		910301	513	molybdenum cofactor biosynthesis protein B	234	STMMW_08551.fasta	
	STMMW_08561		910816	486	molybdenum cofactor biosynthesis protein C	291	STMMW_08561.fasta	
	STMMW_08571		911288	252	molybdopterin converting factor, subunit 1	146	STMMW_08571.fasta	
	STMMW_08581		911541	453	molybdopterin converting factor, subunit 2	306	STMMW_08581.fasta	
	STMMW_08591		912041	705	putative membrane protein	290	STMMW_08591.fasta	
	STMMW_08631		914802	963	putative membrane protein	425	STMMW_08631.fasta	
	STMMW_08641		915764	1242	putative phospholipase	509	STMMW_08641.fasta	
	STMMW_08651		917002	759	conserved hypothetical protein	369	STMMW_08651.fasta	
	STMMW_08661		917893	411	putative membrane protein	192	STMMW_08661.fasta	
	STMMW_08671		918265	1107	putative inner membrane protein	483	STMMW_08671.fasta	
	STMMW_08681		919487	1131	putative inner membrane protein	513	STMMW_08681.fasta	
	STMMW_08691		920610	1737	hypothetical ABC transporter ATP-binding protein	624	STMMW_08691.fasta	
	STMMW_08701		922339	996	HlyD-family secretion protein	434	STMMW_08701.fasta	
	STMMW_08711		923334	675	hypothetical tetR-family transcriptional regulator	341	STMMW_08711.fasta	
	STMMW_08721		924238	1365	putative ATP-dependent RNA helicase rhlE	539	STMMW_08721.fasta	
	STMMW_08731		925909	2046	probable ATP-dependent helicase	626	STMMW_08731.fasta	
	STMMW_08751		929114	261	putative exported protein	143	STMMW_08751.fasta	
	STMMW_08761		929659	267	hypothetical Zinc-finger containing protein	195	STMMW_08761.fasta	
	STMMW_08771		930130	927	conserved hypothetical protein	437	STMMW_08771.fasta	
	STMMW_08781		931053	2223	putative membrane protein	672	STMMW_08781.fasta	
	STMMW_08791		933394	723	glutamine transport ATP-binding protein GlnQ	382	STMMW_08791.fasta	
	STMMW_08801		934113	660	glutamine transport system permease protein GlnP	277	STMMW_08801.fasta	
	STMMW_08811		934916	747	glutamine-binding periplasmic protein precursor	369	STMMW_08811.fasta	
	STMMW_08821		936139	504	DNA protection during starvation protein	178	STMMW_08821.fasta	
	STMMW_08831		936945	888	putative membrane protein	386	STMMW_08831.fasta	
	STMMW_08841		938186	516	outer membrane protein x precursor	193	STMMW_08841.fasta	
	STMMW_08861		940919	474	transcriptional regulator (iron dependant repressor family)	181	STMMW_08861.fasta	
	STMMW_08871		941389	1113	putative membrane protein	508	STMMW_08871.fasta	
	STMMW_08881		942545	921	putative exported protein	391	STMMW_08881.fasta	
	STMMW_08931		949108	810	conserved hypothetical protein	345	STMMW_08931.fasta	
	STMMW_08941		949995	2433	putative formate acetyltransferase 3	760	STMMW_08941.fasta	
	STMMW_08951		952433	900	putative pyruvate formate-lyase 3 activating enzyme	445	STMMW_08951.fasta	
	STMMW_08961		953610	750	molybdopterin biosynthesis MoeB protein	365	STMMW_08961.fasta	
	STMMW_08971		954359	1242	molybdopterin biosynthesis MoeA protein	533	STMMW_08971.fasta	
	STMMW_08991		956749	1872	hypothetical ABC transporter ATP-binding protein	668	STMMW_08991.fasta	
	STMMW_09001		958653	1539	putative ABC transporter periplasmic binding protein	569	STMMW_09001.fasta	
	STMMW_09011		960252	921	hypothetical ABC transporter permease protein	463	STMMW_09011.fasta	
	STMMW_09021		961175	912	hypothetical ABC transporter permease protein	392	STMMW_09021.fasta	
	STMMW_09031		962177	1326	conserved hypothetical protein	522	STMMW_09031.fasta	
